raw,cluster,s
"I was walking home from grocery shopping at Thriftway, Morgan Junction in West Seattle. I was walking down Holly Street in between 42nd Ave and California Ave...heading toward California on the side of the street where there are homes and condos. There w",[0],Unverified
"We found the dead specimen on the Possesssion Lane near 11900-13048 Possession Lane, Edmonds, WA  98026.  We have the specimen if you need to examine it.",[1],Negative ID
Came in the open window of our car in Quincy Washington it was knocked silly and died not long after,[1],Negative ID
I was told it was aggressive and hitting the window several times,[0],Negative ID
"I do not have a picture, but I am very familiar with the look of native wasps and hornets.  The hornet I just saw was longer and wider than a mud wasp, was mostly dark colored, and was about 2�?long.  It was sitting on a white piece of trim on my house",[0],Unverified
"This is the 2nd giant Hornet weve found in our back yard. The first was a month ago, today we just encountered another.",[1],Unverified
"Installing septic system employee saw the bee.  After description of it we checked and he confirmed it was a Asian bee given the overall size and description.  Wasn't able to capture a picture but as we were looking for information on it, one flew by our",[0],Unverified
Very very large what looked like a wasp but bigger flew past me and landed on my fence. I took a video and thought it could be a murder hornet as I had never seen anything like that before.,[1],Unverified
Found by gardener earlier today,[1],Negative ID
"Very large and fast. We’ve been seeing it in the same spot for about a week. I went to check it out and it was aggressive. I couldn’t get a photo. It’s staying in the same area, right outside our dining room window, so we see it all day.",[0],Unverified
Is this a juvenile murder hornet? I have never seen this type of bee in our yard before today. I have more photos if needed.,[1],Unverified
photo can't transfer to site,[1],Unverified
"I'm not sure if this is one, it's big and had a black rump.",[0],Negative ID
Recorded on Ring camera and compared to wire hanging in forground seems quite large and YELLOW FACE,[1],Negative ID
It was attracted to the wet areas around the lake we were visiting. There were about 5 flying around.,[0],Unverified
We saw one more hornets at least two inches long for a period of a week.  We kept part of them to show the girls.  Am assuming they were traveling through the Odessa area,[0],Negative ID
It was on the siding of my house.,[1],Unverified
"On patio 408 Canyon Place, Wentachee",[0],Negative ID
"This is the second one we’ve found in our garage.  We live in Moses Lake.  It looks like a hornet, but I don’t see any wings.  It is way bigger than any bee or hornet we’ve ever seen.",[1],Negative ID
"Is this an Asian ""murder"" hornet?  It was captured/wounded by our dog who grabbed it from the tree trunk where we had set a trap as instructed.",[0],Negative ID
"Couldn't get a close look at the distinguishing face. Found on residential property, not threatened. Flew away shortly after picture",[1],Negative ID
Thing was bigger than any  hornet I’ve ever seen along the bank off south stillagamish river in my back yard haven’t seen anymore,[0],Negative ID
"took a few photos, didn't think it might be a giant Asian hornet...just saw a new article and noticed the similarities.",[1],Negative ID
"Observed on a onion blossom yesterday and captured there today.  Photo is of underside, colors black and reddish orange. Not large.  I’ll save the specimen for a few days and watch for others.",[1],Negative ID
I tried to vacuum it up with a long attachment but wasn't able to.  I did take several pictures.  I've seen paper wasps many times over the years but have never seen a wasp or hornet this big.,[1],Negative ID
Unusual large hornet with distinctive markings,[1],Unverified
Large Hornet unusual markings than normal for the area,[0],Negative ID
This morning I saw a large insect flying around. This afternoon while chopping wood I saw a smaller version and killed it. The larger one then came back and I was able to kill it as well.,[1],Negative ID
Huge !!! Orangish Red about 2 1/2 to 3 in. Came at me in my garden!,[0],Unverified
"Yellow head, definitely over an inch long. Spotted it on my mint plant in my garden.",[1],Unverified
"We had two little starter bee hives on the roof up until a week ago. They have completely disappeared. Not sure if it’s the specimen you’re looking for, but thought I’d report it anyway.",[0],Negative ID
Bald faced hornet 1.25 inches,[1],Unverified
"We found just one of these with a broken wing under a pile of debri in our yard in Des Moines, WA. We are doing rennovations and recently took down an old shed where it was possibly living. No nest or others have been found. It is about 2 inches.",[1],Unverified
It was unlike anything I had seen before. It looked to be 1 1/4�?or longer. And it was incredibly fat.,[0],Negative ID
"Working behind garage and friend reported seeing one,  2�?long could not get close enough for a photo.",[1],Unverified
Found dead hornet in pool filter.,[1],Negative ID
"The hornet was huge! We had never seen anything like it.  It was flying quickly by as if it was surveying the area to see if there was anything of interest in the flower bed, eves of the house, looked in windows, in the top part of our open shed. I don",[1],Unverified
"Noted on flower, approximately 1-1.5 inches long, stinger observed.",[1],Negative ID
I'm pretty certain this was a Murder Hornet.,[1],Unverified
"The bee was HUGE. My brother killed it, but didn’t keep the body. It was “fighting�?with the other (different) bees around it. We have a minute long video that shows it more clearly moving around.",[1],Negative ID
"Unfortunately, I ran the other direction when I saw it, so no photos.  What I encountered was about 1.5"" long, mostly black body with orange/yellow stripes.  I didn't notice it's face.  I moved about 10' away and could still clearly make out a long sting",[1],Unverified
It doesn’t have a yellow face but seems large for a yellow jacket. It’s about 1.3 inches,[1],Negative ID
"Did not get a good look, but saw an unusually big, buzzing insect that flew onto the ground in a patch of clover. Stood back and waited to see it fly again, but it didn’t re-emerge for over a minute.  We have been aware of the hornet being in the count",[1],Unverified
"Very large orange and black bee, landed on my shirt while we were picking huckleberries. Noticable weight where it landed, sounded like a small helicopter as it flew away. In typical girl fashion, I scared it away before I could really get a good look at",[0],Unverified
The wings look the same but its all black.  We have seen several of these. Some have had yellow stripes but the one we have a picture of doesnt seem to be the same but we are wondering.,[1],Negative ID
"I was working on a well at a customers residence and I saw one, we tried to kill it but it hit the ground after smaking it then flew away. Customer saw another one about 1/2hr later. I left and told customer he should report it. Sorry no photo. It was bi",[0],Unverified
I be believed  I saw a huge bee it was the size of my first 2 of my 2 fingers  the stinger was huge and I thought at first  a humming bird look up it was a bee I grab  my grandson and ran  to the otherside of yard.,[1],Unverified
