num,raw,processed,status,,,,,,,,,,,,,,,,,,,,,,,,
1589,Spotted in my backyard in Dupont.  Could only get an inflight picture.,"['Spotted', 'backyard', 'Dupont', 'Could', 'get', 'inflight', 'picture']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1590,"I was stung and caught a glimpse of the darker back color and it was stuck in my arm had to pull it out. I was panicking a little so I didn't get a clear view. I was right next to the hive, and ran out of there back to the river.","['stung', 'catch', 'glimpse', 'darker', 'back', 'color', 'stuck', 'arm', 'pull', 'panic', 'little', 'get', 'clear', 'view', 'right', 'next', 'hive', 'run', 'back', 'river']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1591,Found our property in Walla Walla.,"['Found', 'property', 'Walla', 'Walla']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1592,"Two bees landed on my screen appearing to be fighting. One was much larger than the other, about an inch long.","['Two', 'bee', 'land', 'screen', 'appear', 'fight', 'One', 'much', 'large', 'inch', 'long']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1593,I could not get a picture but am pretty sure what I saw was an Asian Murder Hornet. I looked at the images provided the only thing that looked different was this giant bee creature had a very long stinger.,"['could', 'get', 'picture', 'pretty', 'sure', 'saw', 'Asian', 'Murder', 'Hornet', 'look', 'image', 'provide', 'thing', 'look', 'different', 'giant', 'bee', 'creature', 'long', 'stinger']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1594,Two hornets were engaged in sex.  I step on them and killed them.  I have one in a plastic bag.  It is either a juvenile murder hornet or an adult yellowjacket hornet.,"['Two', 'hornet', 'engage', 'sex', 'step', 'kill', 'one', 'plastic', 'bag', 'either', 'juvenile', 'murder', 'hornet', 'adult', 'yellowjacket', 'hornet']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1595,"My 4 year old and I were looking at all the bees buzzing about in the oregano flowers when this huge orange and black bee swooped up out of the strawberries, landing on a strawberry leaf for a moment with a tiny lime green grasshopper in its mouth then Q","['year', 'old', 'look', 'bee', 'buzz', 'oregano', 'flower', 'huge', 'orange', 'black', 'bee', 'swoop', 'strawberry', 'land', 'strawberry', 'leaf', 'moment', 'tiny', 'lime', 'green', 'grasshopper', 'mouth']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1596,I've seen a murder hornet 3 times on my property in grapeview in the last month and have pictures of two bees with detached heads.,"['see', 'murder', 'hornet', 'time', 'property', 'grapeview', 'last', 'month', 'picture', 'two', 'bee', 'detach', 'head']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1597,Flying around rhododendron. Seemed to be looking for flowers but there were none.,"['Flying', 'around', 'rhododendron', 'Seemed', 'look', 'flower', 'none']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1598,Dead in my pool filter 1.5 inches in length,"['Dead', 'pool', 'filter', 'inch', 'length']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1599,"I did not see it, but two gentlemen were building a shed in my back yard and saw it. They described it as very big(approximately 1 1/2-2 inches long), with a long stinger, and also mentioned 2 prongs.","['see', 'two', 'gentleman', 'build', 'shed', 'back', 'yard', 'saw', 'They', 'describe', 'big', 'approximately', 'inch', 'long', 'long', 'stinger', 'also', 'mention', 'prong']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1600,"After looking at your photos, it’s probably the elm sawfly.  Sure looks like a bee.","['After', 'look', 'photo', 'probably', 'elm', 'sawfly', 'Sure', 'look', 'like', 'bee']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1601,Observed 3 in 2 days.  This smallest of them.,"['Observed', 'day', 'This', 'small']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1602,"About an inch long, bold black and yellow stripes. Found it dead in swimming pool, have it in a jar now.","['About', 'inch', 'long', 'bold', 'black', 'yellow', 'stripe', 'Found', 'dead', 'swim', 'pool', 'jar']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1603,"I was seated in my front yard and something big flew close to me that got my attention. It landed on a leaf right there in front of my eyes. It was a huge wasp which was nor a simple one, it was the Asian Hornet. The picture I took is not helpful as I ha","['seat', 'front', 'yard', 'something', 'big', 'fly', 'close', 'get', 'attention', 'land', 'leaf', 'right', 'front', 'eye', 'huge', 'wasp', 'simple', 'one', 'Asian', 'Hornet', 'The', 'picture', 'take', 'helpful']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1604,At my house on Mercer Island. It was enormous with red and black back.,"['house', 'Mercer', 'Island', 'enormous', 'red', 'black', 'back']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1605,Spotted one insect that looked like a giant hornet,"['Spotted', 'one', 'insect', 'look', 'like', 'giant', 'hornet']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1606,My family and I were camping at Sun Lakes State Park when we saw this huge bee (the picture doesn’t do the size justice) and I thought this has to be that murder hornet!,"['family', 'camp', 'Sun', 'Lakes', 'State', 'Park', 'saw', 'huge', 'bee', 'picture', 'size', 'justice', 'think', 'murder', 'hornet']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1607,Found this in my kids swimming pool in the evening,"['Found', 'kid', 'swim', 'pool', 'evening']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1608,Seen 2 of them trying to get water from my dogs water bowl. I killed one but the other one got away,"['Seen', 'try', 'get', 'water', 'dog', 'water', 'bowl', 'kill', 'one', 'one', 'get', 'away']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1609,Biggest bee I've ever seen,"['Biggest', 'bee', 'ever', 'see']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1610,About 1 inch long,"['About', 'inch', 'long']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1611,Found dead doing yard work,"['Found', 'dead', 'yard', 'work']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1612,Missing the head. Found it in the boat later that day,"['Missing', 'head', 'Found', 'boat', 'later', 'day']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1613,Found this nest. Looks large to me.,"['Found', 'nest', 'Looks', 'large']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1614,Found in vehicle grill,"['Found', 'vehicle', 'grill']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1615,"I observed an extremely large wasp which had orange markings and a mostly yellow and black striped body, with very large slim wings, much larger than any wasp I've seen, close in length to my palm. This wasp attacked me and was dive bombing, trying to st","['observe', 'extremely', 'large', 'wasp', 'orange', 'marking', 'mostly', 'yellow', 'black', 'strip', 'body', 'large', 'slim', 'wing', 'much', 'large', 'wasp', 'see', 'close', 'length', 'palm', 'This', 'wasp', 'attack', 'dive', 'bombing', 'try']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1616,Saw only 1 while working on property. Huge. Did not get photo as I had no camera at the time.,"['Saw', 'work', 'property', 'Huge', 'Did', 'get', 'photo', 'camera', 'time']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1617,Saw a big one in our chip bag camping in Lake Kachess. Startled me and flew away.,"['Saw', 'big', 'one', 'chip', 'bag', 'camp', 'Lake', 'Kachess', 'Startled', 'fly', 'away']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1618,"1 sited in late afternoon at about 3300�?elevation.  Appeared to be a scout,","['sit', 'late', 'afternoon', '3300', 'elevation', 'Appeared', 'scout']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1619,Found crawling on ground. Was roughly 1.5inches long. Pictures are from the next day after I covered it up.,"['Found', 'crawl', 'ground', 'Was', 'roughly', '5inches', 'long', 'Pictures', 'next', 'day', 'cover']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1620,Very large with a long stinger out the back,"['Very', 'large', 'long', 'stinger', 'back']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1621,"Noted Asian Hornet browsing my hydrangea bush amongst the yellowjackets, bees and baldies. Very distinctive.","['Noted', 'Asian', 'Hornet', 'browsing', 'hydrangea', 'bush', 'amongst', 'yellowjackets', 'bees', 'baldy', 'Very', 'distinctive']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1622,Found this one in a bucket at the front door,"['Found', 'one', 'bucket', 'front', 'door']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1623,"I’m not sure and it’s unlikely but since this new/wasp didn’t look like any wasp or bee I’ve seen before, I thought I would send it. On the slim chance it actually is one, better safe than sorry. My apologies if I’m wasting your time.","['sure', 'unlikely', 'since', 'new', 'wasp', 'look', 'like', 'wasp', 'bee', 'see', 'think', 'would', 'send', 'slim', 'chance', 'actually', 'one', 'good', 'safe', 'sorry', 'apology', 'waste', 'time']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1624,"Found dead on the sidewalk around Klahanie Neighborhood, Sammamish, WA","['Found', 'dead', 'sidewalk', 'around', 'Klahanie', 'Neighborhood', 'Sammamish']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1625,"The first one looked like it was about 1.5"". The second looked to be 2""and fatter.","['The', 'first', 'one', 'look', 'like', 'The', 'second', 'look', 'fatter']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1626,Seen south of Issaquah near Mirrormont. About one inch long.,"['Seen', 'south', 'Issaquah', 'near', 'Mirrormont', 'About', 'one', 'inch', 'long']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1627,Found it dead at approx 630 pm,"['Found', 'dead', 'approx', '630']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1628,Found this and thought it might be the Asian murder hornet. It was trapped in a spider net under our outdoor table.,"['Found', 'think', 'might', 'Asian', 'murder', 'hornet', 'trap', 'spider', 'net', 'outdoor', 'table']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1629,Video is sketchy but the critter large enough to trigger the motion detector and the see it for >15 yards.,"['Video', 'sketchy', 'critter', 'large', 'enough', 'trigger', 'motion', 'detector', 'see', 'yard']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1630,It was at least 1 1/2 inches long.,"['least', 'inch', 'long']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1631,"Insect was lying upside on the ground (likely dead) regular size wasp was flying around near and landing on it (seen in closer photo). Insect was big, maybe 1.5 inches.","['Insect', 'lie', 'upside', 'ground', 'likely', 'dead', 'regular', 'size', 'wasp', 'fly', 'around', 'near', 'land', 'see', 'closer', 'photo', 'Insect', 'big', 'maybe', 'inch']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1632,Seen on back deck,"['Seen', 'back', 'deck']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1633,I found this stuck in my wheel of our car after a trip between Leavenworth WA and Okanogan Wa,"['find', 'stuck', 'wheel', 'car', 'trip', 'Leavenworth', 'Okanogan']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1634,found dead floating in my pool,"['find', 'dead', 'float', 'pool']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1635,"I think a giant hornet flew in a window into my kitchen but did not get a photo. The body was about as thick as my pinky finger but shorter. It was aggressive, loud, clicking and flying around my dinning room light fixture, so I turned that of and turned","['think', 'giant', 'hornet', 'fly', 'window', 'kitchen', 'get', 'photo', 'The', 'body', 'thick', 'pinky', 'finger', 'shorter', 'aggressive', 'loud', 'click', 'fly', 'around', 'din', 'room', 'light', 'fixture', 'turn', 'turn']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1636,I observed a large type of hornet at my house.  It flew close to me as I was standing on my porch then went to a gutter at the end of my porch.  When it first flew by I thought it was a large bumblebee because it was so thick. I stood up on the railing t,"['observe', 'large', 'type', 'hornet', 'house', 'fly', 'close', 'standing', 'porch', 'go', 'gutter', 'end', 'porch', 'When', 'first', 'fly', 'think', 'large', 'bumblebee', 'thick', 'stand', 'rail']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1637,I found this specimen on our kitchen floor. It was already dead. I have seen yellow jackets around but none like this and none as big as this one.,"['find', 'specimen', 'kitchen', 'floor', 'already', 'dead', 'see', 'yellow', 'jacket', 'around', 'none', 'like', 'none', 'big', 'one']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1638,Flying with grasshopper & looking for hole entrance by concrete wall,"['Flying', 'grasshopper', 'look', 'hole', 'entrance', 'concrete', 'wall']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1639,there were at least 6 swarming around the flowers,"['least', 'swarm', 'around', 'flower']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1640,We do not have a picture but we believe that we have a nest we cannot find a phone number to contact,"['picture', 'believe', 'nest', 'cannot', 'find', 'phone', 'number', 'contact']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1641,"Cannot see the Hornet, but the next looks like it is a hornets nest, or Asian Giant Hornets nest.  Not sure.  It is about 45'-50' up a Ponderosa Pine tree in my front yard.  This photo is zoomed in as far as my iPhone can zoome.","['Cannot', 'see', 'Hornet', 'next', 'look', 'like', 'hornet', 'nest', 'Asian', 'Giant', 'Hornets', 'nest', 'Not', 'sure', 'Ponderosa', 'Pine', 'tree', 'front', 'yard', 'This', 'photo', 'zoom', 'far', 'iPhone', 'zoome']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1642,Three of them sitting on a carrot flower,"['Three', 'sit', 'carrot', 'flower']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1643,We saw the bee we believe to be a murder hornet twice. Once on July 19th and then another one the next day.,"['saw', 'bee', 'believe', 'murder', 'hornet', 'twice', 'Once', 'July', '19th', 'another', 'one', 'next', 'day']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1644,"At the beach area (lakeside city park) in Chelan, WA.","['beach', 'area', 'lakeside', 'city', 'park', 'Chelan']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1645,Insect was found upside down barely alive on a trail.,"['Insect', 'find', 'upside', 'barely', 'alive', 'trail']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1646,"It is currently alive, in a Tupperware jar.","['currently', 'alive', 'Tupperware', 'jar']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1647,"Seen at Blake Island west of Seattle, landing on our boat chair","['Seen', 'Blake', 'Island', 'west', 'Seattle', 'land', 'boat', 'chair']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1648,Was flying around swimming pool where other bees/wasps were present. Very loud wings,"['Was', 'fly', 'around', 'swim', 'pool', 'bee', 'wasps', 'present', 'Very', 'loud', 'wing']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1649,We were at the state park and saw one near our site. We took a video of it. Unsure if you would like the video as unable to load it here. I wanted to document this location as our service is sometime spotty,"['state', 'park', 'saw', 'one', 'near', 'site', 'take', 'video', 'Unsure', 'would', 'like', 'video', 'unable', 'load', 'want', 'document', 'location', 'service', 'sometime', 'spotty']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1650,Mother found on property,"['Mother', 'find', 'property']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1651,Any chance this is an Asian hornet? It was smacked by my windshield. It’s 1.5�?but missing some of its body.,"['Any', 'chance', 'Asian', 'hornet', 'smack', 'windshield', 'miss', 'body']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1652,Twitching on the ground,"['Twitching', 'ground']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1653,Saw it in poulsbo WA by the transit center trail,"['Saw', 'poulsbo', 'transit', 'center', 'trail']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1654,I've never seen anything like this before it looks like to be but it doesn't,"['never', 'see', 'anything', 'like', 'look', 'like']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1655,"Very large (like a small humingbird!) Flying insect, not a moth.  Briefly flew over our western exposure patio on the Semiahmoo Spit, Blaine, WA","['Very', 'large', 'like', 'small', 'humingbird', 'Flying', 'insect', 'moth', 'Briefly', 'fly', 'western', 'exposure', 'patio', 'Semiahmoo', 'Spit', 'Blaine']",Unverified,,,,,,,,,,,,,,,,,,,,,,,,
1656,Is this a hornet you are interested in? Found it on our cement sidewalk.,"['hornet', 'interested', 'Found', 'cement', 'sidewalk']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
1657,I'm not sure what it is but we have never seen anything like it.  It is so big and ugly.  This is in an 8oz jam jar and is still alive,"['sure', 'never', 'see', 'anything', 'like', 'big', 'ugly', 'This', '8oz', 'jam', 'jar', 'still', 'alive']",Negative ID,,,,,,,,,,,,,,,,,,,,,,,,
